country	year	gini_index
US	1950	0.3055289111578916
US	1949	0.2984616350676653
US	1948	0.30483822114864145
US	1947	0.2855076060644549
US	1946	0.28631489871219484
US	1945	0.2721536640871943
US	1944	0.27624506128956905
US	1943	0.29752838801926274
US	1942	0.32874446039074934
US	1941	0.37681433223024596
US	1940	0.3959728380521379
US	1939	0.3964314701886248
US	1938	0.38096811920398976
US	1937	0.38365801055731474
US	1936	0.396288989224721
US	1935	0.3880233252668791
US	1934	0.3983418692504447
US	1933	0.3842459849062002
US	1932	0.38028350901029095
US	1931	0.3642628023642972
US	1930	0.37122974672838094
US	1929	0.38811775434456164
US	1928	0.4009528731795836
US	1927	0.3880425766545538
US	1926	0.39578210984352136
US	1925	0.3908057402259415
US	1924	0.36992689832266423
US	1923	0.347741027144307
US	1922	0.37273402274920553
US	1921	0.3830638108031208
US	1920	0.3528936116456578
US	1919	0.3757770923046718
US	1918	0.3553440759466412
US	1917	0.36876635157049464
US	1916	0.363692849518066
US	1915	0.3394467995782544
US	1914	0.3477267075212802
XF-MER	2016	0.6310054051813698
XF-MER	2015	0.6310545497065541
XF-MER	2014	0.6336569077982401
XF-MER	2013	0.6301806843230721
XF-MER	2012	0.627089031003395
XF-MER	2011	0.6265726569193681
XF-MER	2010	0.62916310548059
XF-MER	2009	0.6296304126721111
XF-MER	2008	0.631827375702783
XF-MER	2007	0.6343114682861761
XF-MER	2006	0.635328601524527
XF-MER	2005	0.6323437782411031
XF-MER	2004	0.6317119337190101
XF-MER	2003	0.6280740616570719
XF-MER	2002	0.628661343576881
XF-MER	2001	0.626375993144721
XF-MER	2000	0.6268524377189789
XF-MER	1999	0.6251486272635638
XF-MER	1998	0.6312095896626502
XF-MER	1997	0.636429314951829
XF-MER	1996	0.638522500130752
XF-MER	1995	0.64300286819792
XF-MER	1994	0.646481263670692
XF-MER	1993	0.6459113192499091
XF-MER	1992	0.6506988933032298
XF-MER	1991	0.6528644730918911
XF-MER	1990	0.6496616542520711
XF-MER	1989	0.6512977668377
XF-MER	1988	0.6528547080931281
XF-MER	1987	0.6506894304880402
XF-MER	1986	0.6508688011335281
XF-MER	1985	0.655513819459159
XF-MER	1984	0.6606290653668301
XF-MER	1983	0.6558221664589721
XF-MER	1982	0.6597226070007209
XF-MER	1981	0.661858178882919
XF-MER	1980	0.660842001336
XL-MER	2016	0.641050153345543
XL-MER	2015	0.6410781533295429
XL-MER	2014	0.636762970431898
XL-MER	2013	0.6400092238568631
XL-MER	2012	0.6450528098800119
XL-MER	2011	0.6517844854987189
XL-MER	2010	0.6450914278840799
XL-MER	2009	0.6457585766703129
XL-MER	2008	0.65336556034342
XL-MER	2007	0.646650175386176
XL-MER	2006	0.6498880967591402
XL-MER	2005	0.6479663596817312
XL-MER	2004	0.6486597375585332
XL-MER	2003	0.6541336699078651
XL-MER	2002	0.6540302072138551
XL-MER	2001	0.646757252243938
XL-MER	2000	0.6468572014200361
XL-MER	1999	0.646775252211938
XL-MER	1998	0.647021703801836
XL-MER	1997	0.6476205877815282
XL-MER	1996	0.648337121407164
XL-MER	1995	0.648753918365436
XL-MER	1994	0.6476615895819279
XL-MER	1993	0.6471386913737261
XL-MER	1992	0.647099693819826
XL-MER	1991	0.6475045895815283
XL-MER	1990	0.649300882737536
XL-MER	1989	0.6499733788260261
XL-MER	1988	0.6484781192069642
XL-MER	1987	0.6489789120172362
XL-MER	1986	0.6489029119372361
XL-MER	1985	0.6476615895819279
XL-MER	1984	0.646775252211938
XL-MER	1983	0.646668658753845
XL-MER	1982	0.6466406587858449
XL-MER	1981	0.6469002010198359
XL-MER	1980	0.645650001532
XL	2016	0.6420411500196429
XL	2015	0.6417601516877429
XL	2014	0.636641968737498
XL	2013	0.6389188869737141
XL	2012	0.6443660423328219
XL	2011	0.6510743928512089
XL	2010	0.6443975309543599
XL	2009	0.6451585428345201
XL	2008	0.6533475639434199
XL	2007	0.646480171994176
XL	2006	0.6496560963111402
XL	2005	0.6475466898590732
XL	2004	0.6479340374564331
XL	2003	0.653335676790147
XL	2002	0.6533076201217549
XL	2001	0.6466406587858449
XL	2000	0.6466226623858449
XL	1999	0.6466226623858449
XL	1998	0.6465006591758451
XL	1997	0.6465006591758451
XL	1996	0.646634662385845
XL	1995	0.646765252227938
XL	1994	0.6465006591758451
XL	1993	0.6465006591758451
XL	1992	0.6465006591758451
XL	1991	0.6465006591758451
XL	1990	0.6468572014200361
XL	1989	0.647099693819826
XL	1988	0.646634662385845
XL	1987	0.646757252243938
XL	1986	0.6467653612282651
XL	1985	0.6465006591758451
XL	1984	0.646652658785845
XL	1983	0.6467752526239381
XL	1982	0.646855252623938
XL	1981	0.6466226623858449
XL	1980	0.645434002292
XM	2016	0.708605070167259
XM	2015	0.7102114913366488
XM	2014	0.705498462410486
XM	2013	0.6985335187921169
XM	2012	0.6951817913087468
XM	2011	0.6940947985087261
XM	2010	0.6875824823762601
XM	2009	0.6904876000931799
XM	2008	0.701387418484812
XM	2007	0.7022807106816
XM	2006	0.7065069786724661
XM	2005	0.709858872614976
XM	2004	0.711976357180832
